user,adl_notional,closed_pnl,leverage_realtime,pnl_percent,account_value_realtime,is_negative_equity,num_adl_events
0x0069df723cac730b058e2edf9bda14b179b15ae5,185.34787,181.48633,0.03649414836265771,107.23388762427074,564.315341,False,9
0x006a60f4a2f1bcb0395aec8a4083294d2a02cbda,16.12368,19.72656,0.05688233021460466,122.3452710547468,283.456742,False,1
0x0071e43683b6b0eca57643ff82336f51b9426306,103.87392,12.04512,0.8046061051008916,11.595903957412988,129.099095,False,1
0x0073c6610304887e83e7098dce024372dac6b704,492.32000000000005,174.02016,0.9649411661070955,35.34806629834254,510.207272,False,1
0x0075b24b0db6c3c4657561bfd697343f9fa81ea1,26.962116,23.011644,0.04963653060325268,85.3480639279202,543.1909860000001,False,1
0x00784cbb421fe2101ccdfcb418f580b93de035a6,19500.218067,10067.435598,0.8310651241456729,51.62729751744166,23464.127539999998,False,1
0x007cee13983bf915b1e9111b0f045d61ce935ce4,87.21329999999999,148.98691200000002,0.005687908022117803,167.58755321417541,7666.553297,False,2
0x007eb4abf088e2f0ca63e48bec337f94f3221b78,1.50425,8.92525,0.02501720395321882,593.3355492770484,60.12862199999999,False,1
0x00844d21f6bbbb7e7c0f1213e2735b637a858499,184.83612,29.48384,1.0387796077370315,20.955845949599066,59.311946000000006,False,3
0x0085297eb852ee30bad1b45e43bbd0132ea22b04,16652.79115,5760.739358000001,0.504768835494548,34.41680799507495,10996.975235000002,False,3
0x0087188d27ac73b715ad38dff9b99554861a2b55,36200.0,6515.0,1.1873551207854545,17.997237569060776,30487.930161999993,False,1
0x008fb527c80fb34c266fff0294bb6b51e7415f07,1236.5919999999999,426.53884,0.9680366054036073,34.49447513812153,1277.4227680000001,False,1
0x009218e205fea6e195a22ae8edf659312b45f208,1188.908828,692.815296,0.34674377285555524,52.466293982242696,1086.009496,False,2
0x00926f78d9ec089815d501f9a1308c46330417f4,74762.785412,99936.086778,0.0655028485084361,98.90963587132701,285341.733659,False,4
0x0093de1bddafe26836ff6531bad9e7ad92e205ea,3894.1058000000003,1377.945836,0.0,0.0,26755.79032700001,False,1
0x009ae54bf26fccaa4c5a1443ebded3e472849371,117914.5395,34335.2421,1.809554054753835,29.118751805836453,65162.20899300002,False,1
0x009c22055ee7277586d57443e11822fcaa511da8,56.638088999999994,42.258539,0.0369393483339301,75.19910623321462,306.654511,False,5
0x009caee68c487850a3c387b900ccd2c97d9e3e09,38.57,94.43,0.0191373585512653,244.82758620689657,2015.4296579999998,False,1
0x00a260951788f4e85176cb601d643119940c923d,83.8461,32.8302,0.9003602059346816,39.15530954928134,93.12506200000001,False,1
0x00a2f81fb21250ca786f91e7ecb683301dd09d57,1478.49124,202.74884,2.353907829205282,13.713225652929806,628.100736,False,1
0x00a525590899b759825751f94aecc0bc031bffc0,15.838299999999998,9.296176,1.479146511832714,22.34015014237639,10.707729000000002,False,1
0x00a6ccee40a96a66853b0fbabdde327bca4618c3,193750.43189,47755.789382999996,0.4363689706373437,64.38520559741434,222002.989359,False,2
0x00aa85fe54fc51f47039f3045d632dd0cd8f5660,4193.6949,1252.655652,1.0588868381273253,29.86810270818698,3960.4750470000004,False,1
0x00b0414fb118fd596d06ef29c72b8db3eb605a5f,253.40000000000003,90.2916,0.793207941327454,35.632596685082845,319.4622580000001,False,1
0x00b0cf166099ced595a49c4cb65fac89837f1433,22714.14042,422.573632,30.467163948215767,6.818230242560965,444.67807100000005,False,3
0x00b3bd040fce9e7c52c3828d6c741f40da46422a,423.90656,51.630377,5.609635020349934,12.179014167650532,75.56758299999994,False,1
0x00b9793732c0d4dff501644fd90c951f19143b42,139.30180000000001,262.058198,0.004934669287713836,184.9773571125982,14114.603419,False,2
0x00ba29046fa95bd14f1077dc1faf0028707cbfec,22.5316,7.33655,0.45382706964185815,32.561158550657744,49.647986,False,1
0x00ba84fac687cae16b710996b7ce11f45fec1d58,615.4000000000001,379.7018,0.6900914242179478,61.69889502762428,891.7659000000001,False,1
0x00bd9dd5813571186c6f1eb35ffb35215a05db27,304.459994,215.03476799999999,0.13683445271544745,79.25979995329789,741.674795,False,3
0x00c0591986ba52ed813eca30ef9b557e33807606,312.40600000000006,152.993503,0.7946967940440769,48.97237569060772,393.11345199999994,False,1
0x00c354d0035eb75724b479ced317cccaf67f4216,245.12435799999997,274.461597,0.04224962727225184,124.5733409445115,725.2263919999999,False,8
0x00cd3dc81fcbe41d3600efd1b0ae46c03bf23051,1055.9540000000002,477.480813,0.8317254366829891,45.21823204419889,1269.5944519999998,False,1
0x00cdd33519636c5a4940039878a659ffaa4432ea,97.8605,80.682,0.19659742463470908,82.45461652045513,497.77101700000003,False,1
0x00cf2c690098a1b4362a3a9aa410f5474312d116,13117.940159999998,4420.413504,0.9336026255277972,33.698056448520965,14050.881822,False,1
0x00d06a9901b493c59b267cb0d4b2eb3305c4033f,784.88848,215.52916,2.041446253537546,27.45984499606876,384.47668099999987,False,1
0x00d1bcbe64843d8968f66194c923583d5db3a908,323069.89814999996,3191.19345,0.0,15.706252003224582,-6630.752786999978,False,1
0x00d1d51887bf9085a1c44fccf9e2606f7701c8ab,147.0348,20.109514,0.4013403998746258,13.674721902570013,366.35933,False,1
0x00d1fe60bf0c8c6de89e3338f56ce861d7aff82a,0.03873,0.080539,0.1798300598969216,207.95249160857222,0.21536999999999998,False,1
0x00d34400e690542147add8bc246bbdabb169f348,681.659,564.597792,0.37539509460973103,82.82741370685343,1815.844186,False,1
0x00d34551fe4a481b70c94719d2f798a3fc27b4e8,384.526706,269.040946,0.13581437296895743,90.9486839238556,943.7555530000001,False,3
0x00d5f833427d211e61df3336a7bb7b9f18ca91cf,472.7635,674.607736,0.1948505617197463,142.70135067533766,2426.287591,False,1
0x00d69eaf25a939a2e8db6238c9ea055ca9633571,433.75101,226.326705,0.7726151809981375,52.18121567025283,561.406274,False,1
0x00db0a3628191bed577700b1b4ff8423d3215792,1168.5344,427.136632,0.1836050334804285,36.552522544479636,6364.391965999999,False,1
0x00dc56403915be0076213e3cefd95a20b713a68c,83113.49508,2543.755998,15.067847115722655,6.781810721080316,5515.950250999999,False,1
0x00dea250eb618aed23cff9f23f315e074957cb76,50.054399999999994,8.8064,0.18945636767361965,17.593658099987223,264.200146,False,1
0x00e0cfa081c5f2ccfe32d5ee2fd81b23bbecdbfc,22.33476,7.60473,1.8426576994920116,34.04885478957465,12.120949,False,1
0x00ec747132ad63db2bb9276741cc3abc32c8ef13,267.156,167.22342,0.684485264818506,62.59392265193369,390.302047,False,1
0x00eeee42d8dfe4b8e74dba1dc803706566899539,289.855,210.86712,0.40343605902016993,72.74837418709355,718.465773,False,1
0x00f668ce1044affbf9c966a7b8f6075ac52e6fda,155.76260000000002,1.5908,344.03080583416516,1.0212977954913351,1.2415829999999994,True,1
0x00f7c604d992c8d55a0440b1b49990ef122bd5a3,198.81591999999998,68.770912,0.4933200557823883,33.77985570166419,201.50804499999995,False,2
0x00f8d37e1364ddde32c475cc8e5bcfffc8969037,1048.23936,346.387104,0.5390413545890014,33.0458112162474,1944.6362530000001,False,1
0x00fbe38507f7d09de7ce882d282d3fc335175fa3,305.166,104.086053,0.9843521788792213,34.10773480662982,310.017092,False,1
0x00fcc840078daa0792175f5f883698f2e6e60b92,1613.8948,45.72163,0.0,0.0,16.58262600000047,False,2
0x00fd64a2a90f6bb9aa517122355eb65b6b922199,204.4694,271.182313,0.01033085155293022,134.33658595583947,4948.0287020000005,False,4
0x00ff917b7be8c7cfcaab8b2c48f868a5dc6abf7f,248750.28999999998,32661.51605,2.385427188151898,13.130050019238167,104279.137605,False,1
0x010461c14e146ac35fe42271bdc1134ee31c703a,3105.1554450000003,136.70705999999998,2.2294666355269927e-05,-77.68544921663096,138637294.75679693,False,2
0x0105b30c98436f329b1532f6a6e17819976857ed,471.75061200000005,283.909236,0.22606582754443674,61.89477767087508,1043.392133,False,2
0x010b7dbcfaf65aca0a6bc4f11ab7a9243ae0e5b4,28.580086,10.556734,0.08256561457801838,36.93737660551476,346.149982,False,1
0x01108dfd4af35edb89ca4e199ff2e1ca934d30d7,2822.5649399999998,4428.358792,0.12319470598448563,156.8938807126259,22911.414232,False,1
0x0110a0d60de87a003cd5e8bdc28fb205b7cd0fa8,440.13480000000004,191.29036399999998,0.35090023005212434,27.62914857732759,627.150914,False,2
0x011820f60d75a2b870ffe64a4764873e14bc8ede,62603.981424,55170.199374,0.12508908886209177,19.6702615310075,195400.07064500012,False,7
0x0119a7a89fa5033b8eb5acdb32f01c4065cf0af9,9302.777680000001,2414.283357,0.643036573066085,25.951996307408244,14466.949579,False,1
0x011af0d7a38f1b1b43cffd7a51e1aa38d1c61ece,253801.65,491579.04299999995,0.06420559437229789,184.4951707971884,1976476.1348390002,False,2
0x011c7a7b33ffa4464ee86ff41b1177478e79e23e,580.792288,672.202438,0.14979330464938123,100.13705547758526,1938.645687,False,2
0x01213f6036bac94a6706ae529f04e2a791a82a42,9906.822076,7088.143908,0.20458527910398538,72.61443995357007,24211.962169,False,2
0x012d5dea91c703cdaf80e38e8d6cfe71e77501ec,274.8625,225.23985,0.3775077422650657,81.94697348674336,728.0976499999999,False,1
0x012e63a53914cc68fab197f56e289662960a6262,5217.553559999999,1255.20444,2.0095519689658445,24.057336940878482,2596.376526,False,1
0x012ed0f6880f00e3d4ea75c0927b84f48997e94c,51.440084,19.417928,0.23750036555328025,37.74863198123861,216.589494,False,1
0x0132ce73d106f370e73bf2d0e9aa58ee0c99e67a,81.45,36.1332,0.31106708636624697,44.36187845303866,261.840624,False,1
0x0136a7b61c98940aa1dd00acb007b8fd1fd414f5,36940.984,9950.8916,1.9788444040644084,26.937831434051677,18667.957887000004,False,1
0x0136aa480bf8cd63e443770edf2ad887bdbd9cfb,1695.94769,3251.808109,0.004753852973672047,188.43364724538972,178376.11926500002,False,2
0x01384f7d0d9b44d17bc4338dd614b6f9fe6a106e,29.89785,56.305528,0.0052502543075055525,184.02186560140467,2847.2763649999997,False,2
0x013ecce73a32e0c66f6c143e12843bb140a5804f,22.1888,9.0816,1.814651498554661,40.92875685030285,12.227582000000002,False,1
0x013fbeef25687e58fa25835129dc7e3f6b97fec5,164.3975,36.043,2.1146417733357166,21.92429933545218,77.742482,False,1
0x01403f7512b7763579b1b0c17d1d8d9ba13572e2,1063.0249999999999,12.6149,20.29788047486271,-0.38954869358669836,228.35931099999996,False,1
0x01421dec3b578994fb013e17b29c24c267d175dd,165.59635,284.424163,0.0057820398360307265,168.25761109312108,14319.890099000002,False,2
0x01463943c5138068eafbd4e499f5c2bb1a8f6929,820.4273000000001,1543.288285,0.0050092108282568,184.76096778336438,81891.871607,False,2
0x014647e62eb1481fd51397ee01508f7419e6644c,3890.5616999999997,5439.3212,0.07315854586461273,139.80812076569822,53179.86646699999,False,1
0x01489713a676911d5f8937e8cf822c2207990534,4604.388400000001,598.09216,2.392876320854272,12.989611388995767,1924.2065959999995,False,1
0x014b2eda4135336183ab7f6565dc98dc97c35f47,5044.9,1621.305,0.1066829571008558,32.13542389343694,47288.715434,False,1
0x014d14d21a16ad7d08125531ef3382abc29a56b5,759.14048,241.31352,1.6924620415955112,31.787729196050773,448.542101,False,1
0x014d34ecf1de9afa3bcc36034ee23dc665f4f61f,554.24375,351.09272,0.27532988302244155,93.32133608240582,1006.5085270000001,False,2
0x014d8766c977c48482c21d2ec65b251d30048a26,568.192856,243.247096,0.2645887596636206,48.03874035018431,1073.7282579999999,False,2
0x01500d3c04484dd4c1ebf491cdaab11c7689eefd,1206.4664,117.29396,0.7601230747265705,5.916562131050767,125.51398999999998,False,2
0x0154ec353f2581946d6387cc980300ad0bc55834,34.2735,80.56578,0.0035831665733036065,239.65116048665146,4782.571407,False,2
0x01568bce6de6dcaa155be3c72e345ed98dd4f9a4,3349.6978480000002,3938.393871,0.06077662003656168,59.06095095726157,11022.981686000001,False,5
0x015701eabeee2d2460edca66274e73c7ec2ca013,132.43375,116.10339,0.3598626612975254,87.66983491745873,368.01192299999997,False,1
0x015a0138ecc957859853908ad455647bd33e635b,366.56898299999995,629.213739,0.1062818169623126,171.6429584005475,3449.0281919999998,False,1
0x015a7711551a221c6e88cb2fc2ddbd8f0a26e13c,115.58125000000001,1.65775,0.8253499033802327,-1.434056129346232,138.918778,False,1
0x015eac28ca48c18446f78bff15abc79cb3a3d167,1.8998,0.9993,0.31592219247806524,52.60027371302242,6.013506,False,1
0x015f67fd6cf6bc8b7423a048372df508c9ffa1a9,128.08011,264.32851,0.18716792016384357,206.37748515362776,684.305889,False,1
0x0160f9895acd648a9df2aebef23c2c52baa1606a,968.15488,90.69308,0.9057313983296033,9.36762101534829,1068.920522999999,False,1
0x016b8816db87f0a0f8190e3f2ca88357809984a9,131518.0,45688.54,1.1267391494410115,34.74140421843396,116724.44333300003,False,1
0x016ce097b60d74a0b2ddbb1ed736a0cadf1ac815,6.34941,15.46714,0.17962370909276898,269.8643760700236,17.674198000000004,False,2
0x0173b65e22c3a09b029344f50a7c204dbb3ca751,2355.855858,1572.063764,0.11268647437366326,48.29094620922606,6968.762581,False,3
0x017535b1b47c61925db670d7646eae31ec38eb43,679.6600000000001,829.06824,0.28722466562772836,121.99099549774886,2366.3009530000004,False,1
0x0177f2bd12e02c713a2a573d2b278fd00b02aeff,3857.32116,1136.598408,3.572688048440466,35.08300729618272,3970.5397750000006,False,1
0x01783e91d31c69633153c2aadbf9b7901049d03a,148240.772396,119308.773641,0.018791802504876,-19.655981529942437,263100.3453350003,False,4
0x017932354d7db8a000922b28f53dd9424a3bf0a6,2373.4431,803.73382,0.6382833734459072,33.862433862433846,3718.4786550000003,False,1
0x017bd4faf2bdab496e6719d6d50dee3b1efd7dcb,45.306678000000005,36.698181,0.18813742402237027,83.9167556481462,120.40846799999998,False,2
0x017d3c7238068a88b3de1027474abf08f318a9e3,10652.95616,1421.13438,4.2074976118136584,13.340281877213695,2531.898326,False,1
0x01816644a8baa84d127ead5c2d27f237eb21b7bc,34.61000000000001,12.198,0.5757733058885274,35.244149089858404,60.110462999999996,False,1
0x0181d2bf3932b0d1c50ead0d12963641d07bb98f,53.89359999999999,128.058356,0.0035622201689517554,241.61700582995383,7564.608228,False,2
0x01880262be3b84da09c51588136bb3b7fec0ba7e,372.75,126.096,0.5113875428192405,33.82857142857144,728.8992569999999,False,1
0x018c201555ff31ecbdd275a6db99cf9e450b086f,607.63758,33.49335,0.0,0.0,137.25824699999998,False,1
0x018c8a81cb02ca1a327baefd400f75f57ea57ba2,3751.6693499999997,8246.466162,0.18518136654320388,219.81621461390247,20259.432253,False,1
0x018de8ba4163c3ea2ee08c774fbefa7a664bef09,2940.888,557.192664,1.6737481011156685,18.94751381215468,1757.0672660000005,False,1
0x018eae42b7a9f9e2bdb5b48117ffda63aa173fe9,184.9075,150.02686,0.3794646517638684,81.13656828414206,487.28517700000003,False,1
0x01918ccbe65165567cfbe02b90469a3b97019e39,691.4200000000001,319.86197,0.8195723570251539,46.26243093922652,843.6350909999999,False,1
0x01935856a1eff73f2ffbbbb5da990e0ac08b7049,1320.2140000000002,631.543696,0.8058700819709329,47.837016574585626,1638.246697,False,1
0x01938680735484eddd4c1ab9cf44a56369dc62f9,5.523084,4.313898,1.1441902206473993,78.10556565860668,4.827068,False,1
0x0195e784937eddd15a64f80e933c40a963a5308c,124.89193999999999,34.79864,8.118381572567644,27.860141655035324,5.127948999999998,False,3
0x019837db6cfee81d136ef87e2dddf95af6f58ddc,785.41645,458.077645,0.09350099505046292,63.76637761732545,1680.017308,False,5
0x019a0a16737fa12d15dcc861b508d4054067aa03,1468.71368,270.65956,1.0116244568565904,18.428340641587805,1451.8368650000002,False,1
0x01a13065c72fdea50a1bc8e9aa48653bd46b70d4,879.5600000000001,1619.5344,0.21211688076248258,184.12206103051525,4146.581813000001,False,1
0x01a20c357f661d8687724b7db5208bf6c548e9b3,35.3498,83.484218,0.0035555126818313356,240.6825289626293,4971.1255679999995,False,2
0x01a97596380dbc7a5bb13ec261df560b1ed9c251,19.45552,2.40688,0.0,0.0,6.504677,False,1
0x01aaa530e5be9fef98232e6bc1b198e3ecaf6222,2193.9498,673.2558,50990.0713492733,30.666253165865516,0.043027000001075066,False,1
0x01ad589f3015d85c4a4b50c74697d1256a856aef,484.61952,62.78115,2.4619049274185403,12.954729929161745,196.84737399999992,False,1
0x01b0d6c487efb04226b08ed5a263d9bda7581ddc,192.285716,69.238516,0.3233177250461893,34.47064355128867,148.6817,False,4
0x01b819959df40e215713404fa7392db6798f7b65,394.82296,107.252796,0.478915580035878,27.163627971382404,824.410348,False,1
0x01bac8aef1adcaf091626bb977c89e8f2192b443,10912.5189,4905.3907899999995,0.6490740129231525,72.34170900284884,8406.220771999999,False,2
0x01c30d807df218300ae2d25d5b451977888f39e9,3.5235899999999996,6.74989,0.19842526389435514,191.55491984027654,17.757769000000003,False,1
0x01c55ff5d62f039749e8aac2768d455f0226bdcb,1913.4729680000003,1028.26817,0.30453996727075555,60.10085559017625,3141.5793879999997,False,2
0x01c80f69cb27ff10506df825cff859ffc8721eb2,167440.298368,156718.708942,0.30916708289956285,288.3216562925503,106669.60227300005,False,5
0x01cf983c0b8ab8299b0420f425fa42a4713270e6,1024.835452,1381.925553,0.009010412905143393,14.631813134728626,9890.976664000005,False,9
0x01d04f31677969a1027a6d7976849912dd389c73,1194.4025000000001,1800.90324,0.24757010820494063,150.78539269634817,4824.502071999999,False,1
0x01d21e883af7a58d63dec2e3b52b05d9acb9c39e,85.6734,29.18694,0.23382624052070367,33.80476313594015,183.198857,False,2
0x01d8207ac544b62d22e92fa8b84af11728d75ead,144217.12844,6167.418977,3.2992963477736845,-4.4498638415339276,16950.024819,False,2
0x01d9e7b26183ab3f789a6c98b3f1038c50722e37,482.07579999999996,67.76666,0.7306393167452865,14.056378685675567,659.7999710000001,False,1
0x01dc92684f548d4eb981762276c9cea5189c1fe6,3966.3918,1029.7386,0.0,25.961595624516963,-1.7439150000036534,True,1
0x01e8a21446ae7ec19bf44de0b633bc7d33338ec6,853.9193359999999,497.817634,0.22353972027529906,50.5210969893519,1909.994642,False,2
0x01e9c82e509de2835c2c4fcc16d3d8244c39ef1d,10.2916,6.47636,0.614965454054493,62.92860196665242,16.735249000000003,False,1
0x01ec9af06572bb74a827fed620e3a1c482e2af4d,227.45829999999998,22.01687,0.7817072832551463,9.679224719432094,290.976309,False,1
0x01f4827cc87965675d5f4cb4f51d9ee58a0df747,391.04999999999995,50.5175,0.40128018198411813,12.920342667178117,974.506137,False,1
0x01fc9d6d008192ecbebc6d1fe43a2b183c0837d3,264.26,67.5688,1.1283434625920667,25.56906077348066,234.20173799999998,False,1
0x01ffbce563092f2c307be8efef656b78c4416773,3.37995,9.269758,0.0034048028682451418,274.25287356321843,992.7006440000001,False,1
0x01ffcc7285866e5cee14c8e807cb2e8d5f61079f,105052.40000000001,15193.1308,1.7624684279736649,14.461325966850824,59605.26630299997,False,1
0x02027c0a29e5e3987ae96449eb70ad6ec5bbbbeb,6598.458700000001,423.9679,0.9700126682462814,6.425256552715854,6802.445901999999,False,1
0x0202ef0ff22c58039de970c4460c9ebd2ed6b309,370.945,240.56825,0.16063575627971416,130.74900007997252,1154.6152880000002,False,2
0x02109b2bf68fba64a1645ca807b5393d52262631,496.10206400000004,503.441634,0.29676926868603726,90.47884878156378,835.838,False,2
0x02161bbdc55b3fd1bcabf52f4788d5e452f48932,413.40400000000005,156.44258,1.176309523865755,37.842541436464074,351.441514,False,1
0x021d533f75ebc4afdffe10bd8886e9810a8f9c16,995.1967999999999,215.49235,1.8733021732709183,21.665059898568863,265.6263400000001,False,2
0x021d5abea6efbcd5dba2c8ae9237471448ea0856,3747.9411199999995,401.84168,114.83894871318398,10.721664698937426,32.63649800000059,False,1
0x022470ad714c3ae4ffc7b5113cd40d22fb579e6d,242.2224,83.64888,1.1247913314462592,-34.53421318589858,275.16783900000013,False,1
0x0228a4739e7a08a9cc764569deed1969a6229fed,647.98,354.3842,0.7447213840744957,54.690607734806605,870.0972120000001,False,1
0x022d6349bf97ee9c71704b6868d015e12b4d7d57,16.63872,4.53168,0.6410684968114405,27.235748903761813,25.954668000000005,False,1
0x02316d293554b8e5e8983f90eae347997d35a69a,355.93808,28.62404,7.248864362556454,12.975290533679344,49.10259899999998,False,1
0x0234504e49be093b8a6414f805df8448a5e3afa3,1008.1700000000002,320.272215,1.0169057614850219,31.767955801104968,991.4094679999998,False,1
0x023a3d058020fb76cca98f01b3c48c8938a22355,12966675.318841,6069411.8849,0.0010851597680819707,15.58147183125061,30215978.741751887,False,13
0x023ab8e20a4682d315daef4c91db96bd77934d66,5980.5,2467.195,0.7461960279595243,41.25073154418528,5299.286584000005,True,2
0x023b64cc0870d4098503c69955123e5e3af3ccb6,3563.63392,436.67795,2.948869798565414,12.253726387249115,1208.4744879999994,False,1
0x023db57e9dad1abdf4c2725d3ab46f3b157071d1,146.06108,150.150586,0.10729629305508319,123.12050707320596,453.76243,False,3
0x0243edbd5fd8a8c5ebd86b327b6d6efdc6a032e3,2761.35552,79.00794,7396.80311890803,-1.6934769775678864,0.5940540000000283,True,1
0x02458da63912ec36f8e8352fb2a9f58021a36484,25493.081457,18714.722349,0.01274511622834336,54.55825358347656,33131.459854999965,False,21
0x025039e5339fde6671db7ed9913bcb988c053ce4,247.97,112.59756,0.8288040425182053,45.40883977900551,299.1901430000001,False,1
0x0256ceb724b7b137f0cfa99304797784263d9379,75.91416,22.823961,0.3374497457023655,30.065774290330015,224.96434200000002,False,1
0x025790d60f5667450797bf2245631147dc8c05c4,247.97,85.1181,0.9781394877321339,34.325966850828706,253.51190000000005,False,1
0x0257e5446a9bd96f2740259109ea7fb28bd54fac,397.94272,115.837792,0.62808957520151,29.1080083083314,633.576381,False,1
0x025bd772b4eb46bdbc9c35ec452ec01a8c9197e2,13.689991999999998,6.171652,0.1445622589411044,45.08392700302528,94.69962699999999,False,1
0x0263233e8ccdc7adf7b2233f9f731afc026413f0,15822.316499999999,2528.888142,2.5931667522256348,15.985095482068001,6101.542250000002,False,1
0x0264d3ca7c7ba775ab88ccb396109c122a79cb34,299.84216000000004,604.394148,0.004253759544767984,198.21668127833382,35244.37110800001,False,2
